,,,,,,,28/07/2026,RELATÓRIO BAHIA ATUALIZADO,,,,28/07/2026,,EM VERDE DATA REPROGRAMADA,,28/07/2026,,,,,,,,
,,,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,28/07/2026 10:10:01,,,,DÚVIDA CLICA AQUI,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,
Coluna 1,cartela,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,LOTES,código OS,DT. RECEBIMENTO,DT. ENTREGA,PRAZO,POSIÇÃO NA PRODUÇÃO,DATA SISTEMA,Coluna 2,DATA ALTERADA,cartelas,CÓDIGO ALTERADO,Column 24,códigos do sistema,conta e ordem
1480,OK,DASS SEST,7,140754,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,110CM,15915178,240,135471,15903673NBR3283057,10/07/2026,08/09/2026,42,REPROG.,07/09/2026,,08/09/2026,,#N/A,1299257,NIKE,
1481,OK,DASS SEST,7,140754,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,110CM,15915178,258,135471,15903674NBR3283057,10/07/2026,08/09/2026,42,REPROG.,07/09/2026,,08/09/2026,,#N/A,1299257,NIKE,
1482,OK,DASS SEST,7,140754,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,115CM,15915178,687,135471,15903680NBR3283045,10/07/2026,08/09/2026,42,REPROG.,07/09/2026,,08/09/2026,,#N/A,1299257,NIKE,
1483,OK,DASS SEST,7,140754,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,115CM,15915178,690,135471,15903681NBR3283045,10/07/2026,08/09/2026,42,REPROG.,07/09/2026,,08/09/2026,,#N/A,1299257,NIKE,
1484,OK,DASS SEST,7,140754,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,115CM,15915178,687,135471,15903673NBR3283057,10/07/2026,08/09/2026,42,REPROG.,07/09/2026,,08/09/2026,,#N/A,1299257,NIKE,
1485,OK,DASS SEST,7,140754,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,115CM,15915178,708,135471,15903674NBR3283057,10/07/2026,08/09/2026,42,REPROG.,07/09/2026,,08/09/2026,,#N/A,1299257,NIKE,
1486,OK,DASS SEST,7,140754,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,120CM,15915178,108,135471,15903680NBR3283045,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1299257,NIKE,
1487,OK,DASS SEST,7,140754,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,120CM,15915178,120,135471,15903681NBR3283045,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1299257,NIKE,
1488,OK,DASS SEST,7,140754,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,120CM,15915178,90,135471,15903673NBR3283057,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1299257,NIKE,
1489,OK,DASS SEST,7,140754,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,120CM,15915178,84,135471,15903674NBR3283057,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1299257,NIKE,
1490,OK,DASS SEST,7,140754,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,105CM,15915178,480,135471,15903745NBR3282940,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1301800,NIKE,
1491,OK,DASS SEST,7,140754,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,110CM,15915178,192,135471,15903721NBR3282870,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1301800,NIKE,
1492,OK,DASS SEST,7,140754,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,110CM,15915178,192,135471,15903722NBR3282870,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1301800,NIKE,
1493,OK,DASS SEST,7,140754,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,110CM,15915178,515,135471,15903745NBR3282940,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1301800,NIKE,
1494,OK,DASS SEST,7,140754,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,115CM,15915178,518,135471,15903721NBR3282870,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1301800,NIKE,
1495,OK,DASS SEST,7,140754,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,115CM,15915178,546,135471,15903722NBR3282870,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1301800,NIKE,
1496,OK,DASS SEST,7,140754,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,115CM,15915178,6,135471,15903745NBR3282940,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1301800,NIKE,
1497,OK,DASS SEST,7,140754,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,120CM,15915178,66,135471,15903721NBR3282870,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1301800,NIKE,
1498,OK,DASS SEST,7,140754,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,120CM,15915178,72,135471,15903722NBR3282870,10/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1301800,NIKE,
1752,OK,DASS SEST,7,140948,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,110CM,15944084,504,135635,15941787NBR3283299,17/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1027849,NIKE,
1753,OK,DASS SEST,7,140948,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,110CM,15944084,510,135635,15941788NBR3283300,17/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1027849,NIKE,
1754,OK,DASS SEST,7,140948,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,115CM,15944084,674,135635,15941787NBR3283299,17/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1027849,NIKE,
1755,OK,DASS SEST,7,140948,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,115CM,15944084,674,135635,15941788NBR3283300,17/07/2026,08/09/2026,42,REPROG.,07/09/26,,08/09/2026,,#N/A,1027849,NIKE,
2248,OK,DASS ITABERABA,70,141197,1425019,74014,FITA MFGP C/ GOMA POLIESTER COR 4085,15MM,15971278,200,135872,0,24/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,1425019,ASICS,NORMAL
2249,OK,DASS ITABERABA,70,141198,1229330,84206,ATAC. M18006 POLIESTER COR 4085,120CM,15971280,506,135873,15966165ASB0052991,24/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,1229330,ASICS,NORMAL
2250,OK,DASS ITABERABA,70,141198,1229330,84206,ATAC. M18006 POLIESTER COR 4085,130CM,15971280,424,135873,15966165ASB0052991,24/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,1229330,ASICS,NORMAL
2251,OK,DASS ITABERABA,70,141199,1400176,93022,CORDAO M9099 POLIESTER COR 4085,1.8MM,15971283,480,135874,0,24/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,1400176,ASICS,NORMAL
2397,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,110CM,15939351,468,135636,15936842BRI010400-,17/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2398,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,110CM,15939351,468,135636,15936845BRI010400-,17/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2399,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,110CM,15939351,348,135636,15936846BRI010401-,17/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2400,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,110CM,15939351,360,135636,15936847BRI010401-,17/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2401,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,110CM,15939351,288,135636,15936848BRI010402-,17/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2402,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,110CM,15939351,288,135636,15936849BRI010402-,17/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2403,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,120CM,15939351,600,135636,15936842BRI010400-,17/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2404,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,120CM,15939351,600,135636,15936845BRI010400-,17/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2405,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,120CM,15939351,528,135636,15936846BRI010401-,17/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2406,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,120CM,15939351,576,135636,15936847BRI010401-,17/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2407,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,120CM,15939351,468,135636,15936848BRI010402-,17/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2408,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,120CM,15939351,504,135636,15936849BRI010402-,17/07/2026,09/09/2026,43,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
220,OK,DASS SEST,7,139283,1278311,86418,ATAC. MR140014 6MM RECICLADO COR 4662/PET,100CM,15775199,192,133903,15773830NBR3282887,02/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1278311,NIKE,
221,OK,DASS SEST,7,139283,1278311,86418,ATAC. MR140014 6MM RECICLADO COR 4662/PET,100CM,15775199,192,133903,15773831NBR3282898,02/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1278311,NIKE,
222,OK,DASS SEST,7,139283,1278311,86418,ATAC. MR140014 6MM RECICLADO COR 4662/PET,105CM,15775199,1322,133903,15773830NBR3282887,02/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1278311,NIKE,
223,OK,DASS SEST,7,139283,1278311,86418,ATAC. MR140014 6MM RECICLADO COR 4662/PET,105CM,15775199,1328,133903,15773831NBR3282898,02/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1278311,NIKE,
224,OK,DASS SEST,7,139283,1278311,86418,ATAC. MR140014 6MM RECICLADO COR 4662/PET,110CM,15775199,78,133903,15773830NBR3282887,02/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1278311,NIKE,
225,OK,DASS SEST,7,139283,1278311,86418,ATAC. MR140014 6MM RECICLADO COR 4662/PET,110CM,15775199,78,133903,15773831NBR3282898,02/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1278311,NIKE,
226,OK,DASS SEST,7,139283,1360726,95705,ATAC. MR140014 6MM RECICLADO COR 057/PET,105CM,15775199,168,133903,15773836NBR3282920,02/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1360726,NIKE,
227,OK,DASS SEST,7,139283,1360726,95705,ATAC. MR140014 6MM RECICLADO COR 057/PET,105CM,15775199,186,133903,15773837NBR3282920,02/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1360726,NIKE,
228,OK,DASS SEST,7,139283,1360726,95705,ATAC. MR140014 6MM RECICLADO COR 057/PET,110CM,15775199,500,133903,15773836NBR3282920,02/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1360726,NIKE,
229,OK,DASS SEST,7,139283,1360726,95705,ATAC. MR140014 6MM RECICLADO COR 057/PET,110CM,15775199,504,133903,15773837NBR3282920,02/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1360726,NIKE,
230,OK,DASS SEST,7,139283,1360726,95705,ATAC. MR140014 6MM RECICLADO COR 057/PET,115CM,15775199,192,133903,15773836NBR3282920,02/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1360726,NIKE,
231,OK,DASS SEST,7,139283,1360726,95705,ATAC. MR140014 6MM RECICLADO COR 057/PET,115CM,15775199,210,133903,15773837NBR3282920,02/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1360726,NIKE,
302,OK,DASS SEST,7,139575,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,95CM,15816416,300,134326,15815487NBR3282850,11/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1299257,NIKE,
303,OK,DASS SEST,7,139575,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,95CM,15816416,333,134326,15815488NBR3282850,11/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1299257,NIKE,
304,OK,DASS SEST,7,139575,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,100CM,15816416,374,134326,15815487NBR3282850,11/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1299257,NIKE,
305,OK,DASS SEST,7,139575,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,100CM,15816416,426,134326,15815488NBR3282850,11/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1299257,NIKE,
306,OK,DASS SEST,7,139575,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15816416,49,134326,15815487NBR3282850,11/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1299257,NIKE,
307,OK,DASS SEST,7,139575,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15816416,48,134326,15815488NBR3282850,11/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1299257,NIKE,
308,OK,DASS SEST,7,139575,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,100CM,15816416,280,134326,15815498NBR3282903,11/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1301800,NIKE,
309,OK,DASS SEST,7,139575,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,105CM,15816416,848,134326,15815498NBR3282903,11/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1301800,NIKE,
310,OK,DASS SEST,7,139575,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,110CM,15816416,249,134326,15815498NBR3282903,11/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1301800,NIKE,
363,OK,DASS SEST,7,139658,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15819943,783,134368,15818126NBR3283019,12/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
364,OK,DASS SEST,7,139658,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15819943,838,134368,15818127NBR3283019,12/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
365,OK,DASS SEST,7,139658,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15819943,404,134368,15818126NBR3283019,12/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
366,OK,DASS SEST,7,139658,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15819943,420,134368,15818127NBR3283019,12/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
367,OK,DASS SEST,7,139658,1262674,86842,ATAC. MR140014 6MM RECICLADO COR 5552/PET,100CM,15819943,12,134368,15818131NBR3282888,12/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1262674,NIKE,
368,OK,DASS SEST,7,139658,1262674,86842,ATAC. MR140014 6MM RECICLADO COR 5552/PET,105CM,15819943,468,134368,15818131NBR3282888,12/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1262674,NIKE,
369,OK,DASS SEST,7,139658,1262674,86842,ATAC. MR140014 6MM RECICLADO COR 5552/PET,110CM,15819943,700,134368,15818131NBR3282888,12/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1262674,NIKE,
370,OK,DASS SEST,7,139658,1262674,86842,ATAC. MR140014 6MM RECICLADO COR 5552/PET,115CM,15819943,91,134368,15818131NBR3282888,12/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1262674,NIKE,
438,OK,DASS SEST,7,139937,1316829,87946,FITA M31119 C/ GOMA POLIESTER COR 100/ COR 5535/ COR 102,16MM,15849665,980,134613,0,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1316829,FILA,
439,OK,DASS SEST,7,139937,1320158,91407,FITA M31119 C/ GOMA POLIESTER COR 324 / COR 5508 / COR 5508,16MM,15849665,220,134613,0,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1320158,FILA,
440,OK,DASS SEST,7,139937,1416741,95302,FITA M31119 C/ GOMA POLIESTER COR 102 / COR 5508 / COR 5508,16MM,15849665,810,134613,0,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1416741,FILA,
441,OK,DASS SEST,7,139938,1423776,95488,ATAC. M60132 ALPINA COR 2000,125CM,15849678,624,134614,15845737BR314801,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423776,FILA,
442,OK,DASS SEST,7,139938,1423776,95488,ATAC. M60132 ALPINA COR 2000,125CM,15849678,492,134614,15845738BR314802,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423776,FILA,
443,OK,DASS SEST,7,139938,1423776,95488,ATAC. M60132 ALPINA COR 2000,135CM,15849678,552,134614,15845709BR314794-B,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423776,FILA,
444,OK,DASS SEST,7,139938,1423776,95488,ATAC. M60132 ALPINA COR 2000,135CM,15849678,744,134614,15845737BR314801,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423776,FILA,
445,OK,DASS SEST,7,139938,1423776,95488,ATAC. M60132 ALPINA COR 2000,135CM,15849678,684,134614,15845738BR314802,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423776,FILA,
446,OK,DASS SEST,7,139938,1423776,95488,ATAC. M60132 ALPINA COR 2000,145CM,15849678,348,134614,15845709BR314794-B,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423776,FILA,
447,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,125CM,15849678,456,134614,15845747BR314804,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423777,FILA,
448,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,135CM,15849678,504,134614,15845748BR314796-A,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423777,FILA,
449,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,135CM,15849678,564,134614,15845749BR314796-B,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423777,FILA,
450,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,135CM,15849678,876,134614,15845750BR314797,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423777,FILA,
451,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,135CM,15849678,588,134614,15845747BR314804,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423777,FILA,
452,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,145CM,15849678,312,134614,15845748BR314796-A,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423777,FILA,
453,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,145CM,15849678,324,134614,15845749BR314796-B,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423777,FILA,
454,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,145CM,15849678,468,134614,15845750BR314797,22/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1423777,FILA,
554,OK,DASS SEST,7,140099,1342875,89905,FITA M31132 C/GOMA POLIESTER COR 4085,18MM,15859846,650,134788,0,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1342875,NIKE,
555,OK,DASS SEST,7,140099,1181716,74237,FITA MR100001 C/ GOMA RECICLADO COR 4085/PET,15MM,15859846,260,134788,0,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1181716,NIKE,
556,OK,DASS SEST,7,140099,1194659,82625,FITA MR100001 C/ GOMA RECICLADO COR 4593/PET,15MM,15859846,380,134788,0,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1194659,NIKE,
606,OK,DASS SEST,7,140112,1200469,74007,FITA M32164 C/ GOMA POLIESTER COR 4085,10MM,15856617,220,134809,0,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1200469,NIKE,
607,OK,DASS SEST,7,140112,1142481,73127,FITA MR100005 C/ GOMA RECICLADO COR 4085,10MM,15856617,220,134809,0,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1142481,NIKE,
608,OK,DASS SEST,7,140112,1359564,90803,FITA MR100005 C/ GOMA RECICLADO COR 101,10MM,15856617,130,134809,0,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1359564,NIKE,
609,OK,DASS SEST,7,140120,1425159,94239,FITA M32164 C/ GOMA POLIESTER COR 920,10MM,15860381,80,134810,0,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1425159,NIKE,
852,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15855791,96,134820,15851084NBR3283088,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
853,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15855791,102,134820,15851085NBR3283088,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
854,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15855791,686,134820,15851084NBR3283088,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
855,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15855791,708,134820,15851085NBR3283088,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
856,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15855791,192,134820,15851079NBR3283098,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
857,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15855791,234,134820,15851080NBR3283098,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
858,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15855791,48,134820,15851084NBR3283088,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
859,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15855791,36,134820,15851085NBR3283088,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
860,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15855791,603,134820,15851079NBR3283098,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
861,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15855791,606,134820,15851080NBR3283098,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
862,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,115CM,15855791,240,134820,15851079NBR3283098,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
863,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,115CM,15855791,246,134820,15851080NBR3283098,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1188919,NIKE,
864,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,1266,134820,15854340NEX0000073,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1304277,NIKE,
865,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,1260,134820,15854341NEX0000073,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1304277,NIKE,
866,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,1212,134820,15854342NEX0000073,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1304277,NIKE,
867,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,1314,134820,15854343NEX0000073,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1304277,NIKE,
868,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,288,134820,15854329NEX0000074,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1304277,NIKE,
869,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,288,134820,15854330NEX0000074,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1304277,NIKE,
870,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,312,134820,15854331NEX0000074,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1304277,NIKE,
871,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,288,134820,15854319NEX0000075,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1304277,NIKE,
872,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,288,134820,15854320NEX0000075,25/06/2026,14/09/2026,48,,14/09/26,,,,#N/A,1304277,NIKE,
