,,,,,,,20/08/2026,RELATÓRIO BAHIA ATUALIZADO,,,,20/08/2026,,EM VERDE DATA REPROGRAMADA,,20/08/2026,,,,,,,,
,,,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,20/08/2026 07:24:46,,,,DÚVIDA CLICA AQUI,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,
Coluna 1,cartela,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,LOTES,código OS,DT. RECEBIMENTO,DT. ENTREGA,PRAZO,POSIÇÃO NA PRODUÇÃO,DATA SISTEMA,Coluna 2,DATA ALTERADA,cartelas,CÓDIGO ALTERADO,Column 24,códigos do sistema,conta e ordem
1884,OK,DASS VITORIA,391,140949,827533,95643,ATAC. M13801 POLIESTER COR 100,120CM,15939351,504,135636,15936849BRI010402-,17/07/2026,09/09/2026,20,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1896,OK,DASS VITORIA,391,141504,827533,95643,ATAC. M13801 POLIESTER COR 100,120CM,16002289,252,136142,15998375BRI010464,03/08/2026,09/09/2026,20,,09/09/26,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1897,OK,DASS VITORIA,391,141504,827533,95643,ATAC. M13801 POLIESTER COR 100,130CM,16002289,324,136142,15998375BRI010464,03/08/2026,09/09/2026,20,,09/09/2026,,,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1898,OK,DASS VITORIA,391,141504,1328498,95645,ATAC. M13801 POLIESTER COR 058,120CM,16002289,492,136142,15998373BRI010458,03/08/2026,09/09/2026,20,,09/09/2026,,,,#N/A,1328498,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1899,OK,DASS VITORIA,391,141504,1328498,95645,ATAC. M13801 POLIESTER COR 058,120CM,16002289,372,136142,15998374BRI010459,03/08/2026,09/09/2026,20,,09/09/2026,,,,#N/A,1328498,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1900,OK,DASS VITORIA,391,141504,1328498,95645,ATAC. M13801 POLIESTER COR 058,120CM,16002289,360,136142,15998368BRI010463,03/08/2026,09/09/2026,20,,09/09/2026,,,,#N/A,1328498,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1901,OK,DASS VITORIA,391,141504,1328498,95645,ATAC. M13801 POLIESTER COR 058,130CM,16002289,672,136142,15998373BRI010458,03/08/2026,09/09/2026,20,,09/09/2026,,,,#N/A,1328498,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1902,OK,DASS VITORIA,391,141504,1328498,95645,ATAC. M13801 POLIESTER COR 058,130CM,16002289,480,136142,15998374BRI010459,03/08/2026,09/09/2026,20,,09/09/2026,,,,#N/A,1328498,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1903,OK,DASS VITORIA,391,141504,1328498,95645,ATAC. M13801 POLIESTER COR 058,130CM,16002289,264,136142,15998368BRI010463,03/08/2026,09/09/2026,20,,09/09/2026,,,,#N/A,1328498,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1926,OK,DASS VITORIA,391,141661,827530,95644,ATAC. M13801 POLIESTER COR 102,120CM,16021001,468,136292,16017292BRI010470,06/08/2026,09/09/2026,20,,09/09/2026,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1927,OK,DASS VITORIA,391,141661,827530,95644,ATAC. M13801 POLIESTER COR 102,130CM,16021001,600,136292,16017292BRI010470,06/08/2026,09/09/2026,20,,09/09/2026,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1928,OK,DASS VITORIA,391,141661,1328498,95645,ATAC. M13801 POLIESTER COR 058,120CM,16021001,528,136292,16017301BRI010472,06/08/2026,09/09/2026,20,,09/09/2026,,,,#N/A,1328498,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1929,OK,DASS VITORIA,391,141661,1328498,95645,ATAC. M13801 POLIESTER COR 058,130CM,16021001,720,136292,16017301BRI010472,06/08/2026,09/09/2026,20,,09/09/2026,,,,#N/A,1328498,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2006,NÃO,MARFIM PERDIGÃO,2251,134442,,83038,ATAC. 4000MG PARES POLIESTER COR 100,100CM,I/2026,20000,129454,,27/01/2026,11/09/2026,22,,27/02/2026,,11/09/2026,,#N/A,,,
2007,NÃO,MARFIM PERDIGÃO,2251,134442,,83038,ATAC. 4000MG PARES POLIESTER COR 100,140CM,I/2026,15368,129454,,27/01/2026,11/09/2026,22,,27/02/2026,,11/09/2026,,#N/A,,,
2008,NÃO,MARFIM PERDIGÃO,2251,134442,,83047,ATAC. 4000MG PARES POLIESTER COR 101,140CM,I/2026,6132,129454,,27/01/2026,11/09/2026,22,,27/02/2026,,11/09/2026,,#N/A,,,
2009,NÃO,MARFIM PERDIGÃO,2251,135163,,1808,ATAC. 8DL POLIESTER COR 100,110CM,III/2026,367050,130088,,13/02/2026,11/09/2026,22,,10/04/2026,,11/09/2026,,#N/A,,,
2010,NÃO,MARFIM PERDIGÃO,2251,135163,,1808,ATAC. 8DL POLIESTER COR 100,120CM,III/2026,230232,130088,,13/02/2026,11/09/2026,22,,10/04/2026,,11/09/2026,,#N/A,,,
2062,NÃO,MARFIM PERDIGÃO,2251,134442,,83038,ATAC. 4000MG PARES POLIESTER COR 100,100CM,I/2026,20000,129454,,27/01/2026,11/09/2026,22,,27/02/2026,,11/09/2026,,#N/A,,,
2063,NÃO,MARFIM PERDIGÃO,2251,134442,,83038,ATAC. 4000MG PARES POLIESTER COR 100,140CM,I/2026,15368,129454,,27/01/2026,11/09/2026,22,,27/02/2026,,11/09/2026,,#N/A,,,
2064,NÃO,MARFIM PERDIGÃO,2251,134442,,83047,ATAC. 4000MG PARES POLIESTER COR 101,140CM,I/2026,6132,129454,,27/01/2026,11/09/2026,22,,27/02/2026,,11/09/2026,,#N/A,,,
2065,NÃO,MARFIM PERDIGÃO,2251,135163,,1808,ATAC. 8DL POLIESTER COR 100,110CM,III/2026,367050,130088,,13/02/2026,11/09/2026,22,,04/10/2026,,11/09/2026,,#N/A,,,
2066,NÃO,MARFIM PERDIGÃO,2251,135163,,1808,ATAC. 8DL POLIESTER COR 100,120CM,III/2026,230232,130088,,13/02/2026,11/09/2026,22,,04/10/2026,,11/09/2026,,#N/A,,,
2067,NÃO,MARFIM PERDIGÃO,2251,135283,,83038,ATAC. 4000MG PARES POLIESTER COR 100,120CM,IV/2026,78194,130239,,18/02/2026,11/09/2026,22,,27/02/2026,,11/09/2026,,#N/A,,,
2068,NÃO,MARFIM PERDIGÃO,2251,135283,,83047,ATAC. 4000MG PARES POLIESTER COR 101,120CM,IV/2026,72200,130239,,18/02/2026,11/09/2026,22,,27/02/2026,,11/09/2026,,#N/A,,,
68,OK,DASS SEST,7,139283,1278311,86418,ATAC. MR140014 6MM RECICLADO COR 4662/PET,100CM,15775199,192,133903,15773830NBR3282887,02/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1278311,NIKE,
69,OK,DASS SEST,7,139283,1278311,86418,ATAC. MR140014 6MM RECICLADO COR 4662/PET,100CM,15775199,192,133903,15773831NBR3282898,02/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1278311,NIKE,
70,OK,DASS SEST,7,139283,1278311,86418,ATAC. MR140014 6MM RECICLADO COR 4662/PET,105CM,15775199,1322,133903,15773830NBR3282887,02/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1278311,NIKE,
71,OK,DASS SEST,7,139283,1278311,86418,ATAC. MR140014 6MM RECICLADO COR 4662/PET,105CM,15775199,1328,133903,15773831NBR3282898,02/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1278311,NIKE,
72,OK,DASS SEST,7,139283,1278311,86418,ATAC. MR140014 6MM RECICLADO COR 4662/PET,110CM,15775199,78,133903,15773830NBR3282887,02/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1278311,NIKE,
73,OK,DASS SEST,7,139283,1278311,86418,ATAC. MR140014 6MM RECICLADO COR 4662/PET,110CM,15775199,78,133903,15773831NBR3282898,02/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1278311,NIKE,
74,OK,DASS SEST,7,139283,1360726,95705,ATAC. MR140014 6MM RECICLADO COR 057/PET,105CM,15775199,168,133903,15773836NBR3282920,02/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1360726,NIKE,
75,OK,DASS SEST,7,139283,1360726,95705,ATAC. MR140014 6MM RECICLADO COR 057/PET,105CM,15775199,186,133903,15773837NBR3282920,02/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1360726,NIKE,
76,OK,DASS SEST,7,139283,1360726,95705,ATAC. MR140014 6MM RECICLADO COR 057/PET,110CM,15775199,500,133903,15773836NBR3282920,02/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1360726,NIKE,
77,OK,DASS SEST,7,139283,1360726,95705,ATAC. MR140014 6MM RECICLADO COR 057/PET,110CM,15775199,504,133903,15773837NBR3282920,02/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1360726,NIKE,
78,OK,DASS SEST,7,139283,1360726,95705,ATAC. MR140014 6MM RECICLADO COR 057/PET,115CM,15775199,192,133903,15773836NBR3282920,02/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1360726,NIKE,
79,OK,DASS SEST,7,139283,1360726,95705,ATAC. MR140014 6MM RECICLADO COR 057/PET,115CM,15775199,210,133903,15773837NBR3282920,02/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1360726,NIKE,
122,OK,DASS SEST,7,139575,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,95CM,15816416,300,134326,15815487NBR3282850,11/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1299257,NIKE,
123,OK,DASS SEST,7,139575,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,95CM,15816416,333,134326,15815488NBR3282850,11/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1299257,NIKE,
124,OK,DASS SEST,7,139575,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,100CM,15816416,374,134326,15815487NBR3282850,11/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1299257,NIKE,
125,OK,DASS SEST,7,139575,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,100CM,15816416,426,134326,15815488NBR3282850,11/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1299257,NIKE,
126,OK,DASS SEST,7,139575,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15816416,49,134326,15815487NBR3282850,11/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1299257,NIKE,
127,OK,DASS SEST,7,139575,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15816416,48,134326,15815488NBR3282850,11/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1299257,NIKE,
128,OK,DASS SEST,7,139575,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,100CM,15816416,280,134326,15815498NBR3282903,11/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1301800,NIKE,
129,OK,DASS SEST,7,139575,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,105CM,15816416,848,134326,15815498NBR3282903,11/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1301800,NIKE,
130,OK,DASS SEST,7,139575,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,110CM,15816416,249,134326,15815498NBR3282903,11/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1301800,NIKE,
171,OK,DASS SEST,7,139658,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15819943,783,134368,15818126NBR3283019,12/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1188919,NIKE,
172,OK,DASS SEST,7,139658,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15819943,838,134368,15818127NBR3283019,12/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1188919,NIKE,
173,OK,DASS SEST,7,139658,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15819943,404,134368,15818126NBR3283019,12/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
174,OK,DASS SEST,7,139658,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15819943,420,134368,15818127NBR3283019,12/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
175,OK,DASS SEST,7,139658,1262674,86842,ATAC. MR140014 6MM RECICLADO COR 5552/PET,100CM,15819943,12,134368,15818131NBR3282888,12/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1262674,NIKE,
176,OK,DASS SEST,7,139658,1262674,86842,ATAC. MR140014 6MM RECICLADO COR 5552/PET,105CM,15819943,468,134368,15818131NBR3282888,12/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1262674,NIKE,
177,OK,DASS SEST,7,139658,1262674,86842,ATAC. MR140014 6MM RECICLADO COR 5552/PET,110CM,15819943,700,134368,15818131NBR3282888,12/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1262674,NIKE,
178,OK,DASS SEST,7,139658,1262674,86842,ATAC. MR140014 6MM RECICLADO COR 5552/PET,115CM,15819943,91,134368,15818131NBR3282888,12/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1262674,NIKE,
209,OK,DASS SEST,7,139938,1423776,95488,ATAC. M60132 ALPINA COR 2000,125CM,15849678,624,134614,15845737BR314801,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423776,FILA,
210,OK,DASS SEST,7,139938,1423776,95488,ATAC. M60132 ALPINA COR 2000,125CM,15849678,492,134614,15845738BR314802,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423776,FILA,
211,OK,DASS SEST,7,139938,1423776,95488,ATAC. M60132 ALPINA COR 2000,135CM,15849678,552,134614,15845709BR314794-B,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423776,FILA,
212,OK,DASS SEST,7,139938,1423776,95488,ATAC. M60132 ALPINA COR 2000,135CM,15849678,744,134614,15845737BR314801,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423776,FILA,
213,OK,DASS SEST,7,139938,1423776,95488,ATAC. M60132 ALPINA COR 2000,135CM,15849678,684,134614,15845738BR314802,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423776,FILA,
214,OK,DASS SEST,7,139938,1423776,95488,ATAC. M60132 ALPINA COR 2000,145CM,15849678,348,134614,15845709BR314794-B,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423776,FILA,
215,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,125CM,15849678,456,134614,15845747BR314804,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423777,FILA,
216,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,135CM,15849678,504,134614,15845748BR314796-A,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423777,FILA,
217,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,135CM,15849678,564,134614,15845749BR314796-B,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423777,FILA,
218,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,135CM,15849678,876,134614,15845750BR314797,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423777,FILA,
219,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,135CM,15849678,588,134614,15845747BR314804,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423777,FILA,
220,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,145CM,15849678,312,134614,15845748BR314796-A,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423777,FILA,
221,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,145CM,15849678,324,134614,15845749BR314796-B,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423777,FILA,
222,OK,DASS SEST,7,139938,1423777,95490,ATAC. M60132 ALPINA COR 2001,145CM,15849678,468,134614,15845750BR314797,22/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1423777,FILA,
416,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15855791,96,134820,15851084NBR3283088,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
417,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15855791,102,134820,15851085NBR3283088,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
418,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15855791,686,134820,15851084NBR3283088,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
419,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15855791,708,134820,15851085NBR3283088,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
420,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15855791,192,134820,15851079NBR3283098,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
421,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15855791,234,134820,15851080NBR3283098,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
422,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15855791,48,134820,15851084NBR3283088,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
423,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15855791,36,134820,15851085NBR3283088,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
424,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15855791,603,134820,15851079NBR3283098,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
425,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15855791,606,134820,15851080NBR3283098,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
426,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,115CM,15855791,240,134820,15851079NBR3283098,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
427,OK,DASS SEST,7,140129,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,115CM,15855791,246,134820,15851080NBR3283098,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1188919,NIKE,
428,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,1266,134820,15854340NEX0000073,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1304277,NIKE,
429,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,1260,134820,15854341NEX0000073,25/06/2026,14/09/2026,25,,14/09/26,,,,#N/A,1304277,NIKE,
430,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,1212,134820,15854342NEX0000073,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
431,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,1314,134820,15854343NEX0000073,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
432,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,288,134820,15854329NEX0000074,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
433,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,288,134820,15854330NEX0000074,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
434,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,312,134820,15854331NEX0000074,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
435,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,288,134820,15854319NEX0000075,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
436,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,288,134820,15854320NEX0000075,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
437,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,276,134820,15854321NEX0000075,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
438,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855791,312,134820,15854322NEX0000075,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
439,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,115CM,15855791,108,134820,15854340NEX0000073,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
440,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,115CM,15855791,84,134820,15854341NEX0000073,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
441,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,115CM,15855791,84,134820,15854342NEX0000073,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
442,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,115CM,15855791,84,134820,15854343NEX0000073,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
443,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,115CM,15855791,899,134820,15854329NEX0000074,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
444,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,115CM,15855791,852,134820,15854330NEX0000074,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
445,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,115CM,15855791,876,134820,15854331NEX0000074,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
446,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,115CM,15855791,870,134820,15854319NEX0000075,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
447,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,115CM,15855791,864,134820,15854320NEX0000075,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
448,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,115CM,15855791,840,134820,15854321NEX0000075,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
449,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,115CM,15855791,876,134820,15854322NEX0000075,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
450,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,120CM,15855791,264,134820,15854329NEX0000074,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
451,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,120CM,15855791,240,134820,15854330NEX0000074,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
452,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,120CM,15855791,270,134820,15854331NEX0000074,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
453,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,120CM,15855791,240,134820,15854319NEX0000075,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
454,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,120CM,15855791,240,134820,15854320NEX0000075,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
455,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,120CM,15855791,228,134820,15854321NEX0000075,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
456,OK,DASS SEST,7,140129,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,120CM,15855791,258,134820,15854322NEX0000075,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1304277,NIKE,
457,OK,DASS SEST,7,140129,1424204,95898,ATAC. MR110022 7MM RECICLADO COR 6222/PET / COR 4259/PET,110CM,15855791,228,134820,15851119NBR3283043,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1424204,NIKE,
458,OK,DASS SEST,7,140129,1424204,95898,ATAC. MR110022 7MM RECICLADO COR 6222/PET / COR 4259/PET,115CM,15855791,830,134820,15851119NBR3283043,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1424204,NIKE,
459,OK,DASS SEST,7,140129,1424204,95898,ATAC. MR110022 7MM RECICLADO COR 6222/PET / COR 4259/PET,120CM,15855791,186,134820,15851119NBR3283043,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1424204,NIKE,
460,OK,DASS SEST,7,140129,1424205,95900,ATAC. MR110022 7MM RECICLADO COR 057/PET / COR 5946/PET,110CM,15855791,264,134820,15851113NBR3283022,25/06/2026,14/09/2026,25,,14/09/2026,,,,#N/A,1424205,NIKE,
